Date,Close
5/5/2014 16:00:00,37.55
5/6/2014 16:00:00,37.69
5/7/2014 16:00:00,38.24
5/8/2014 16:00:00,37.7
5/9/2014 16:00:00,37.67
5/12/2014 16:00:00,38.65
5/13/2014 16:00:00,38.78
5/14/2014 16:00:00,38.44
5/15/2014 16:00:00,38.13
5/16/2014 16:00:00,37.86
5/19/2014 16:00:00,38.39
5/20/2014 16:00:00,37.83
5/21/2014 16:00:00,38.34
5/22/2014 16:00:00,38.63
5/23/2014 16:00:00,39.16
5/27/2014 16:00:00,39.46
5/28/2014 16:00:00,40.27
5/29/2014 16:00:00,40.14
5/30/2014 16:00:00,39.91
6/2/2014 16:00:00,40.77
6/3/2014 16:00:00,41.15
6/4/2014 16:00:00,42.17
6/5/2014 16:00:00,41.5
6/6/2014 16:00:00,42.23
6/9/2014 16:00:00,41.87
6/10/2014 16:00:00,41.92
6/11/2014 16:00:00,40.71
6/12/2014 16:00:00,38.5
6/13/2014 16:00:00,39.24
6/16/2014 16:00:00,38.84
6/17/2014 16:00:00,39.49
6/18/2014 16:00:00,39.75
6/19/2014 16:00:00,39.62
6/20/2014 16:00:00,39.57
6/23/2014 16:00:00,39.07
6/24/2014 16:00:00,38.57
6/25/2014 16:00:00,39.35
6/26/2014 16:00:00,39.3
6/27/2014 16:00:00,39.33
6/30/2014 16:00:00,38.72
7/1/2014 16:00:00,40.31
7/2/2014 16:00:00,38.24
7/3/2014 16:00:00,38.6
7/7/2014 16:00:00,36.9
7/8/2014 16:00:00,36.44
7/9/2014 16:00:00,36.96
7/10/2014 16:00:00,37.45
7/11/2014 16:00:00,37.23
7/14/2014 16:00:00,37.38
7/15/2014 16:00:00,38.03
7/16/2014 16:00:00,37.87
7/17/2014 16:00:00,36.57
7/18/2014 16:00:00,37.18
7/21/2014 16:00:00,37.15
7/22/2014 16:00:00,37.68
7/23/2014 16:00:00,39.15
7/24/2014 16:00:00,38.07
7/25/2014 16:00:00,38.06
7/28/2014 16:00:00,38.19
7/29/2014 16:00:00,37.68
7/30/2014 16:00:00,37.84
7/31/2014 16:00:00,37.46
8/1/2014 16:00:00,37.58
8/4/2014 16:00:00,37.28
8/5/2014 16:00:00,36.23
8/6/2014 16:00:00,36.02
8/7/2014 16:00:00,35.61
8/8/2014 16:00:00,36.24
8/11/2014 16:00:00,36.69
8/12/2014 16:00:00,36.51
8/13/2014 16:00:00,37.27
8/14/2014 16:00:00,38.4
8/15/2014 16:00:00,38.53
8/18/2014 16:00:00,39.51
8/19/2014 16:00:00,39.54
8/20/2014 16:00:00,40.52
8/21/2014 16:00:00,39.91
8/22/2014 16:00:00,40.41
8/25/2014 16:00:00,40.52
8/26/2014 16:00:00,39.9
8/27/2014 16:00:00,40.16
8/28/2014 16:00:00,39.89
8/29/2014 16:00:00,39.58
9/2/2014 16:00:00,40.93
9/3/2014 16:00:00,38.82
9/4/2014 16:00:00,39.29
9/5/2014 16:00:00,39.22
9/8/2014 16:00:00,39.04
9/9/2014 16:00:00,38.82
9/10/2014 16:00:00,39.55
9/11/2014 16:00:00,39.56
9/12/2014 16:00:00,39.69
9/15/2014 16:00:00,39.2
9/16/2014 16:00:00,39.52
9/17/2014 16:00:00,38.94
9/18/2014 16:00:00,39.44
9/19/2014 16:00:00,38.64
9/22/2014 16:00:00,37.95
9/23/2014 16:00:00,37.7
9/24/2014 16:00:00,37.66
9/25/2014 16:00:00,36.66
9/26/2014 16:00:00,36.52
9/29/2014 16:00:00,36
9/30/2014 16:00:00,36.15
10/1/2014 16:00:00,34.9
10/2/2014 16:00:00,35.28
10/3/2014 16:00:00,36.95
10/6/2014 16:00:00,36.11
10/7/2014 16:00:00,35.27
10/8/2014 16:00:00,34.81
10/9/2014 16:00:00,33.71
10/10/2014 16:00:00,32.91
10/13/2014 16:00:00,30.9
10/14/2014 16:00:00,32.79
10/15/2014 16:00:00,32.38
10/16/2014 16:00:00,33.32
10/17/2014 16:00:00,34.39
10/20/2014 16:00:00,36.04
10/21/2014 16:00:00,37.48
10/22/2014 16:00:00,37.3
10/23/2014 16:00:00,37.92
10/24/2014 16:00:00,39.44
10/27/2014 16:00:00,39.75
10/28/2014 16:00:00,39.84
10/29/2014 16:00:00,39.58
10/30/2014 16:00:00,39.14
10/31/2014 16:00:00,40.23
11/3/2014 16:00:00,40.61
11/4/2014 16:00:00,42.32
11/5/2014 16:00:00,41.87
11/6/2014 16:00:00,42.9
11/7/2014 16:00:00,42.69
11/10/2014 16:00:00,43.37
11/11/2014 16:00:00,43.84
11/12/2014 16:00:00,43.4
11/13/2014 16:00:00,44.08
11/14/2014 16:00:00,43.75
11/17/2014 16:00:00,43.43
11/18/2014 16:00:00,44.79
11/19/2014 16:00:00,44.45
11/20/2014 16:00:00,43.96
11/21/2014 16:00:00,43.09
11/24/2014 16:00:00,43.51
11/25/2014 16:00:00,44.08
11/26/2014 16:00:00,44.24
11/28/2014 16:00:00,46.67
12/1/2014 16:00:00,45.62
12/2/2014 16:00:00,44.67
12/3/2014 16:00:00,44.75
12/4/2014 16:00:00,46.42
12/5/2014 16:00:00,47.28
12/8/2014 16:00:00,47.34
12/9/2014 16:00:00,46.33
12/10/2014 16:00:00,46.22
12/11/2014 16:00:00,48.33
12/12/2014 16:00:00,47.68
12/15/2014 16:00:00,47.8
12/16/2014 16:00:00,45.38
12/17/2014 16:00:00,46.17
12/18/2014 16:00:00,46.77
12/19/2014 16:00:00,47.38
12/22/2014 16:00:00,47.41
12/23/2014 16:00:00,47.13
12/24/2014 16:00:00,48.05
12/26/2014 16:00:00,48.39
12/29/2014 16:00:00,48.78
12/30/2014 16:00:00,49.23
12/31/2014 16:00:00,49.19
1/2/2015 16:00:00,49.18
1/5/2015 16:00:00,48.36
1/6/2015 16:00:00,47.22
1/7/2015 16:00:00,46.97
1/8/2015 16:00:00,48.19
1/9/2015 16:00:00,46.88
1/12/2015 16:00:00,46.06
1/13/2015 16:00:00,46.61
1/14/2015 16:00:00,45.31
1/15/2015 16:00:00,45.05
1/16/2015 16:00:00,45.84
1/20/2015 16:00:00,49.17
1/21/2015 16:00:00,49.18
1/22/2015 16:00:00,50.7
1/23/2015 16:00:00,50.56
1/26/2015 16:00:00,50.15
1/27/2015 16:00:00,49.18
1/28/2015 16:00:00,48.46
1/29/2015 16:00:00,50.21
1/30/2015 16:00:00,47.31
2/2/2015 16:00:00,46.51
2/3/2015 16:00:00,46.01
2/4/2015 16:00:00,46.96
2/5/2015 16:00:00,46.14
2/6/2015 16:00:00,45.51
2/9/2015 16:00:00,44.45
2/10/2015 16:00:00,45.32
2/11/2015 16:00:00,44.98
2/12/2015 16:00:00,44.81
2/13/2015 16:00:00,44.5
2/17/2015 16:00:00,44.76
2/18/2015 16:00:00,45.27
2/19/2015 16:00:00,45.92
2/20/2015 16:00:00,47.44
2/23/2015 16:00:00,47.19
2/24/2015 16:00:00,48.03
2/25/2015 16:00:00,46.84
2/26/2015 16:00:00,45.92
2/27/2015 16:00:00,44.52
3/2/2015 16:00:00,45.39
3/3/2015 16:00:00,45.78
3/4/2015 16:00:00,45.15
3/5/2015 16:00:00,44.39
3/6/2015 16:00:00,43.78
3/9/2015 16:00:00,44.57
3/10/2015 16:00:00,43.42
3/11/2015 16:00:00,44.02
3/12/2015 16:00:00,45.33
3/13/2015 16:00:00,45.5
3/16/2015 16:00:00,46.16
3/17/2015 16:00:00,46.65
3/18/2015 16:00:00,45.81
3/19/2015 16:00:00,47.26
3/20/2015 16:00:00,47.42
3/23/2015 16:00:00,46.58
3/24/2015 16:00:00,46.03
3/25/2015 16:00:00,44.52
3/26/2015 16:00:00,44.09
3/27/2015 16:00:00,44.88
3/30/2015 16:00:00,45.56
3/31/2015 16:00:00,44.96
4/1/2015 16:00:00,43.26
4/2/2015 16:00:00,42.25
4/6/2015 16:00:00,41.76
4/7/2015 16:00:00,41.64
4/8/2015 16:00:00,43.29
4/9/2015 16:00:00,43.14
4/10/2015 16:00:00,43.23
4/13/2015 16:00:00,43.07
4/14/2015 16:00:00,43.08
4/15/2015 16:00:00,44.2
4/16/2015 16:00:00,44.99
4/17/2015 16:00:00,44.76
4/20/2015 16:00:00,45.73
4/21/2015 16:00:00,46.23
4/22/2015 16:00:00,46.53
4/23/2015 16:00:00,46.43
4/24/2015 16:00:00,46.98
4/27/2015 16:00:00,46.45
4/28/2015 16:00:00,46.2
4/29/2015 16:00:00,45.03
4/30/2015 16:00:00,44.64
5/1/2015 16:00:00,45.66
5/4/2015 16:00:00,45.29
5/5/2015 16:00:00,43.9
5/6/2015 16:00:00,44.06
5/7/2015 16:00:00,45.36
5/8/2015 16:00:00,46.17
5/11/2015 16:00:00,46.81
5/12/2015 16:00:00,46.1
5/13/2015 16:00:00,46.78
5/14/2015 16:00:00,47.4
5/15/2015 16:00:00,47
5/18/2015 16:00:00,47.37
5/19/2015 16:00:00,46.21
5/20/2015 16:00:00,43.62
5/21/2015 16:00:00,43.75
5/22/2015 16:00:00,43.18
5/26/2015 16:00:00,41.85
5/27/2015 16:00:00,42.53
5/28/2015 16:00:00,42.25
5/29/2015 16:00:00,42.92
6/1/2015 16:00:00,44.35
6/2/2015 16:00:00,43.21
6/3/2015 16:00:00,43.24
6/4/2015 16:00:00,42.92
6/5/2015 16:00:00,42.9
6/8/2015 16:00:00,40.75
6/9/2015 16:00:00,40.72
6/10/2015 16:00:00,41.06
6/11/2015 16:00:00,40.8
6/12/2015 16:00:00,41.14
6/15/2015 16:00:00,40.7
6/16/2015 16:00:00,40.57
6/17/2015 16:00:00,40.8
6/18/2015 16:00:00,41.35
6/19/2015 16:00:00,41.99
6/22/2015 16:00:00,42.93
6/23/2015 16:00:00,43.1
6/24/2015 16:00:00,42.66
6/25/2015 16:00:00,42.6
6/26/2015 16:00:00,42.35
6/29/2015 16:00:00,41.12
6/30/2015 16:00:00,41.08
7/1/2015 16:00:00,40.27
7/2/2015 16:00:00,40
7/6/2015 16:00:00,40.48
7/7/2015 16:00:00,41.18
7/8/2015 16:00:00,40.17
7/9/2015 16:00:00,40.55
7/10/2015 16:00:00,42.46
7/13/2015 16:00:00,43.37
7/14/2015 16:00:00,43.66
7/15/2015 16:00:00,43.99
7/16/2015 16:00:00,44.47
7/17/2015 16:00:00,44.94
7/20/2015 16:00:00,44.09
7/21/2015 16:00:00,44.65
7/22/2015 16:00:00,45.22
7/23/2015 16:00:00,45.16
7/24/2015 16:00:00,44.1
7/27/2015 16:00:00,43.93
7/28/2015 16:00:00,44.91
7/29/2015 16:00:00,44.18
7/30/2015 16:00:00,44.03
7/31/2015 16:00:00,44.34
8/3/2015 16:00:00,45.73
8/4/2015 16:00:00,46.35
8/5/2015 16:00:00,46.3
8/6/2015 16:00:00,46.04
8/7/2015 16:00:00,46.35
8/10/2015 16:00:00,46.32
8/11/2015 16:00:00,47.1
8/12/2015 16:00:00,46.6
8/13/2015 16:00:00,47.45
8/14/2015 16:00:00,47.63
8/17/2015 16:00:00,47.99
8/18/2015 16:00:00,47.36
8/19/2015 16:00:00,47.08
8/20/2015 16:00:00,45.71
8/21/2015 16:00:00,43.6
8/24/2015 16:00:00,42.15
8/25/2015 16:00:00,41.37
8/26/2015 16:00:00,43.7
8/27/2015 16:00:00,43.86
8/28/2015 16:00:00,43.94
8/31/2015 16:00:00,43.78
9/1/2015 16:00:00,43.77
9/2/2015 16:00:00,45.99
9/3/2015 16:00:00,45.06
9/4/2015 16:00:00,45.4
9/8/2015 16:00:00,46.59
9/9/2015 16:00:00,46.01
9/10/2015 16:00:00,46.49
9/11/2015 16:00:00,46.92
9/14/2015 16:00:00,46.89
9/15/2015 16:00:00,46.89
9/16/2015 16:00:00,47.09
9/17/2015 16:00:00,47.49
9/18/2015 16:00:00,46.67
9/21/2015 16:00:00,47.25
9/22/2015 16:00:00,46.46
9/23/2015 16:00:00,46.59
9/24/2015 16:00:00,45.91
9/25/2015 16:00:00,46.04
9/28/2015 16:00:00,44.66
9/29/2015 16:00:00,44.04
9/30/2015 16:00:00,44.87
10/1/2015 16:00:00,45.41
10/2/2015 16:00:00,44.87
10/5/2015 16:00:00,46.96
10/6/2015 16:00:00,45.09
10/7/2015 16:00:00,45.99
10/8/2015 16:00:00,45.96
10/9/2015 16:00:00,47.21
10/12/2015 16:00:00,48.5
10/13/2015 16:00:00,47.73
10/14/2015 16:00:00,48.59
10/15/2015 16:00:00,48.93
10/16/2015 16:00:00,49.12
10/19/2015 16:00:00,50.27
10/20/2015 16:00:00,50.15
10/21/2015 16:00:00,49.44
10/22/2015 16:00:00,50.81
10/23/2015 16:00:00,51
10/26/2015 16:00:00,51.32
10/27/2015 16:00:00,50.87
10/28/2015 16:00:00,50.14
10/29/2015 16:00:00,50.5
10/30/2015 16:00:00,50.84
11/2/2015 16:00:00,50.7
11/3/2015 16:00:00,51
11/4/2015 16:00:00,50.66
11/5/2015 16:00:00,50.54
11/6/2015 16:00:00,51.2
11/9/2015 16:00:00,50.63
11/10/2015 16:00:00,50.3
11/11/2015 16:00:00,49.98
11/12/2015 16:00:00,49.98
11/13/2015 16:00:00,48.99
11/16/2015 16:00:00,47.93
11/17/2015 16:00:00,47.77
11/18/2015 16:00:00,47.75
11/19/2015 16:00:00,48.51
11/20/2015 16:00:00,48.76
11/23/2015 16:00:00,48.74
11/24/2015 16:00:00,47.24
11/25/2015 16:00:00,46.87
11/27/2015 16:00:00,47.14
11/30/2015 16:00:00,46.46
12/1/2015 16:00:00,47.67
12/2/2015 16:00:00,48.33
12/3/2015 16:00:00,48.22
12/4/2015 16:00:00,49.78
12/7/2015 16:00:00,51.78
12/8/2015 16:00:00,50.27
12/9/2015 16:00:00,49.51
12/10/2015 16:00:00,51.28
12/11/2015 16:00:00,49.28
12/14/2015 16:00:00,50.18
12/15/2015 16:00:00,51.15
12/16/2015 16:00:00,52.12
12/17/2015 16:00:00,51.03
12/18/2015 16:00:00,49.96
12/21/2015 16:00:00,51.46
12/22/2015 16:00:00,51.75
12/23/2015 16:00:00,51.74
12/24/2015 16:00:00,52.26
12/28/2015 16:00:00,51.95
12/29/2015 16:00:00,52.17
12/30/2015 16:00:00,51.17
12/31/2015 16:00:00,50.69
1/4/2016 16:00:00,48.66
1/5/2016 16:00:00,48.57
1/6/2016 16:00:00,48.93
1/7/2016 16:00:00,47
1/8/2016 16:00:00,46.61
1/11/2016 16:00:00,46.74
1/12/2016 16:00:00,46.96
1/13/2016 16:00:00,44.94
1/14/2016 16:00:00,45.34
1/15/2016 16:00:00,44.5
1/19/2016 16:00:00,45.96
1/20/2016 16:00:00,45.69
1/21/2016 16:00:00,46.52
1/22/2016 16:00:00,46.76
1/25/2016 16:00:00,45.94
1/26/2016 16:00:00,46.11
1/27/2016 16:00:00,44.72
1/28/2016 16:00:00,43.2
1/29/2016 16:00:00,44.29
2/1/2016 16:00:00,45.21
2/2/2016 16:00:00,43.61
2/3/2016 16:00:00,43.8
2/4/2016 16:00:00,44.04
2/5/2016 16:00:00,42.01
2/8/2016 16:00:00,40.77
2/9/2016 16:00:00,41.98
2/10/2016 16:00:00,43.27
2/11/2016 16:00:00,42.7
2/12/2016 16:00:00,42.99
2/16/2016 16:00:00,44.58
2/17/2016 16:00:00,46.1
2/18/2016 16:00:00,46.46
2/19/2016 16:00:00,46.72
2/22/2016 16:00:00,48.82
2/23/2016 16:00:00,48.95
2/24/2016 16:00:00,48.94
2/25/2016 16:00:00,49.2
2/26/2016 16:00:00,47.86
2/29/2016 16:00:00,48.24
3/1/2016 16:00:00,48.9
3/2/2016 16:00:00,48.55
3/3/2016 16:00:00,48.79
3/4/2016 16:00:00,48.67
3/7/2016 16:00:00,48.39
3/8/2016 16:00:00,46.22
3/9/2016 16:00:00,46.74
3/10/2016 16:00:00,47
3/11/2016 16:00:00,47.69
3/14/2016 16:00:00,47.89
3/15/2016 16:00:00,47.76
3/16/2016 16:00:00,48.77
3/17/2016 16:00:00,48.62
3/18/2016 16:00:00,50.05
3/21/2016 16:00:00,50.12
3/22/2016 16:00:00,49.39
3/23/2016 16:00:00,48.91
3/24/2016 16:00:00,47.84
3/28/2016 16:00:00,48.2
3/29/2016 16:00:00,49.13
3/30/2016 16:00:00,49.33
3/31/2016 16:00:00,48.68
4/1/2016 16:00:00,47.01
4/4/2016 16:00:00,47.15
4/5/2016 16:00:00,47.16
4/6/2016 16:00:00,47.2
4/7/2016 16:00:00,45.8
4/8/2016 16:00:00,46.29
4/11/2016 16:00:00,46.55
4/12/2016 16:00:00,46.63
4/13/2016 16:00:00,48.04
4/14/2016 16:00:00,48.49
4/15/2016 16:00:00,47.5
4/18/2016 16:00:00,46.55
4/19/2016 16:00:00,46.87
4/20/2016 16:00:00,46.6
4/21/2016 16:00:00,44.97
4/22/2016 16:00:00,44.62
4/25/2016 16:00:00,43.93
4/26/2016 16:00:00,43.59
4/27/2016 16:00:00,43.69
4/28/2016 16:00:00,42.86
4/29/2016 16:00:00,41.67
5/2/2016 16:00:00,42.17
5/3/2016 16:00:00,42.92
5/4/2016 16:00:00,41.43
5/5/2016 16:00:00,41.75
5/6/2016 16:00:00,42.04
5/9/2016 16:00:00,42.4
5/10/2016 16:00:00,42.95
5/11/2016 16:00:00,42.3
5/12/2016 16:00:00,41.07
5/13/2016 16:00:00,41.6
5/16/2016 16:00:00,43
5/17/2016 16:00:00,43.67
5/18/2016 16:00:00,43.86
5/19/2016 16:00:00,43.1
5/20/2016 16:00:00,43.1
5/23/2016 16:00:00,42.95
5/24/2016 16:00:00,43.63
5/25/2016 16:00:00,43.5
5/26/2016 16:00:00,42.76
5/27/2016 16:00:00,43.12
5/31/2016 16:00:00,43.46
6/1/2016 16:00:00,43.51
6/2/2016 16:00:00,42.45
6/3/2016 16:00:00,41.57
6/6/2016 16:00:00,41.28
6/7/2016 16:00:00,42.1
6/8/2016 16:00:00,41.85
6/9/2016 16:00:00,42.4
6/10/2016 16:00:00,42.04
6/13/2016 16:00:00,40.57
6/14/2016 16:00:00,39.11
6/15/2016 16:00:00,38.89
6/16/2016 16:00:00,38.02
6/17/2016 16:00:00,38.01
6/20/2016 16:00:00,38.09
6/21/2016 16:00:00,38.67
6/22/2016 16:00:00,38.55
6/23/2016 16:00:00,38.31
6/24/2016 16:00:00,35.18
6/27/2016 16:00:00,33.36
6/28/2016 16:00:00,34.67
6/29/2016 16:00:00,36.24
6/30/2016 16:00:00,36.43
7/1/2016 16:00:00,36.77
7/5/2016 16:00:00,35.62
7/6/2016 16:00:00,35.58
7/7/2016 16:00:00,36.37
7/8/2016 16:00:00,37.37
7/11/2016 16:00:00,38.12
7/12/2016 16:00:00,40.21
7/13/2016 16:00:00,39.56
7/14/2016 16:00:00,40.98
7/15/2016 16:00:00,39.98
7/18/2016 16:00:00,40.1
7/19/2016 16:00:00,40.53
7/20/2016 16:00:00,40.21
7/21/2016 16:00:00,38.52
7/22/2016 16:00:00,38.96
7/25/2016 16:00:00,38.96
7/26/2016 16:00:00,39.03
7/27/2016 16:00:00,38.54
7/28/2016 16:00:00,39.36
7/29/2016 16:00:00,38.75
8/1/2016 16:00:00,39.48
8/2/2016 16:00:00,36.39
8/3/2016 16:00:00,36.48
8/4/2016 16:00:00,36.54
8/5/2016 16:00:00,37.67
8/8/2016 16:00:00,37.44
8/9/2016 16:00:00,37.15
8/10/2016 16:00:00,36.48
8/11/2016 16:00:00,36.7
8/12/2016 16:00:00,36.35
8/15/2016 16:00:00,36.92
8/16/2016 16:00:00,36.94
8/17/2016 16:00:00,37.51
8/18/2016 16:00:00,37.07
8/19/2016 16:00:00,36.77
8/22/2016 16:00:00,36.61
8/23/2016 16:00:00,36.69
8/24/2016 16:00:00,36.77
8/25/2016 16:00:00,36.47
8/26/2016 16:00:00,36.09
8/29/2016 16:00:00,36.55
8/30/2016 16:00:00,37.16
8/31/2016 16:00:00,36.75
9/1/2016 16:00:00,36.82
9/2/2016 16:00:00,37.17
9/6/2016 16:00:00,36.82
9/7/2016 16:00:00,38.9
9/8/2016 16:00:00,39.29
9/9/2016 16:00:00,37.75
9/12/2016 16:00:00,38.44
9/13/2016 16:00:00,37.53
9/14/2016 16:00:00,37.12
9/15/2016 16:00:00,37.29
9/16/2016 16:00:00,36.77
9/19/2016 16:00:00,37.57
9/20/2016 16:00:00,37.63
9/21/2016 16:00:00,38.05
9/22/2016 16:00:00,38.5
9/23/2016 16:00:00,38.78
9/26/2016 16:00:00,38.04
9/27/2016 16:00:00,39.21
9/28/2016 16:00:00,39.23
9/29/2016 16:00:00,39.03
9/30/2016 16:00:00,39.36
10/3/2016 16:00:00,39.98
10/4/2016 16:00:00,40.15
10/5/2016 16:00:00,40.32
10/6/2016 16:00:00,39.94
10/7/2016 16:00:00,38.95
10/10/2016 16:00:00,39.77
10/11/2016 16:00:00,38.94
10/12/2016 16:00:00,39.27
10/13/2016 16:00:00,40.01
10/14/2016 16:00:00,40.04
10/17/2016 16:00:00,39.35
10/18/2016 16:00:00,39.46
10/19/2016 16:00:00,40.9
10/20/2016 16:00:00,41.46
10/21/2016 16:00:00,41.17
10/24/2016 16:00:00,41.37
10/25/2016 16:00:00,41.21
10/26/2016 16:00:00,41.4
10/27/2016 16:00:00,41.47
10/28/2016 16:00:00,41.34
10/31/2016 16:00:00,41.77
11/1/2016 16:00:00,41.88
11/2/2016 16:00:00,41.93
11/3/2016 16:00:00,41.92
11/4/2016 16:00:00,42.88
11/7/2016 16:00:00,44.21
11/8/2016 16:00:00,44.53
11/9/2016 16:00:00,45.25
11/10/2016 16:00:00,45.95
11/11/2016 16:00:00,46.38
11/14/2016 16:00:00,47.47
11/15/2016 16:00:00,47.65
11/16/2016 16:00:00,47.38
11/17/2016 16:00:00,48.51
11/18/2016 16:00:00,48.9
11/21/2016 16:00:00,48.61
11/22/2016 16:00:00,48.9
11/23/2016 16:00:00,49.21
11/25/2016 16:00:00,49.24
11/28/2016 16:00:00,48.49
11/29/2016 16:00:00,48.59
11/30/2016 16:00:00,48.18
12/1/2016 16:00:00,47.77
12/2/2016 16:00:00,48.31
12/5/2016 16:00:00,47.82
12/6/2016 16:00:00,49.43
12/7/2016 16:00:00,51.1
12/8/2016 16:00:00,51.35
12/9/2016 16:00:00,51.78
12/12/2016 16:00:00,49.97
12/13/2016 16:00:00,49.66
12/14/2016 16:00:00,49.82
12/15/2016 16:00:00,50.5
12/16/2016 16:00:00,50.16
12/19/2016 16:00:00,50.42
12/20/2016 16:00:00,50.76
12/21/2016 16:00:00,50.92
12/22/2016 16:00:00,49.8
12/23/2016 16:00:00,49.89
12/27/2016 16:00:00,50.36
12/28/2016 16:00:00,49.51
12/29/2016 16:00:00,49.31
12/30/2016 16:00:00,49.19
1/3/2017 16:00:00,49.48
1/4/2017 16:00:00,50.7
1/5/2017 16:00:00,49.73
1/6/2017 16:00:00,49.68
1/9/2017 16:00:00,49.69
1/10/2017 16:00:00,50.93
1/11/2017 16:00:00,51.44
1/12/2017 16:00:00,50.89
1/13/2017 16:00:00,51.23
1/17/2017 16:00:00,50.33
1/18/2017 16:00:00,50.3
1/19/2017 16:00:00,49.7
1/20/2017 16:00:00,50.5
1/23/2017 16:00:00,48.77
1/24/2017 16:00:00,49.44
1/25/2017 16:00:00,50.19
1/26/2017 16:00:00,50.9
1/27/2017 16:00:00,49.7
1/30/2017 16:00:00,47.67
1/31/2017 16:00:00,47.24
2/1/2017 16:00:00,47.26
2/2/2017 16:00:00,47.38
2/3/2017 16:00:00,47.81
2/6/2017 16:00:00,48.26
2/7/2017 16:00:00,48.15
2/8/2017 16:00:00,48.1
2/9/2017 16:00:00,49.33
2/10/2017 16:00:00,49.26
2/13/2017 16:00:00,50.06
2/14/2017 16:00:00,49.86
2/15/2017 16:00:00,51.17
2/16/2017 16:00:00,50.83
2/17/2017 16:00:00,51.23
2/21/2017 16:00:00,51.21
2/22/2017 16:00:00,50.93
2/23/2017 16:00:00,50.48
2/24/2017 16:00:00,50.46
2/27/2017 16:00:00,50.44
2/28/2017 16:00:00,49.93
3/1/2017 16:00:00,51.03
3/2/2017 16:00:00,49.96
3/3/2017 16:00:00,50.13
3/6/2017 16:00:00,48.85
3/7/2017 16:00:00,47.64
3/8/2017 16:00:00,47.67
3/9/2017 16:00:00,47.25
3/10/2017 16:00:00,47.91
3/13/2017 16:00:00,47.35
3/14/2017 16:00:00,46.28
3/15/2017 16:00:00,47.19
3/16/2017 16:00:00,47.41
3/17/2017 16:00:00,46.51
3/20/2017 16:00:00,46.85
3/21/2017 16:00:00,45.52
3/22/2017 16:00:00,45.74
3/23/2017 16:00:00,45.92
3/24/2017 16:00:00,46
3/27/2017 16:00:00,46.1
3/28/2017 16:00:00,46.53
3/29/2017 16:00:00,45.95
3/30/2017 16:00:00,46.27
3/31/2017 16:00:00,45.96
4/3/2017 16:00:00,46.32
4/4/2017 16:00:00,45.11
4/5/2017 16:00:00,45.08
4/6/2017 16:00:00,45.26
4/7/2017 16:00:00,45.17
